frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
856,297,371.9427479908234 449.4448380875969 985.954154387761 945.2682210025523,550.5692138671875 651.2734375 711.0206909179688 718.8660888671875,0.6431342959403992,AS50AT,0.5
857,297,388.76342145675864 451.98575644545303 993.8643548188538 941.4187703600498,567.947509765625 647.4432373046875 723.64794921875 716.9306640625,0.6915751099586487,AS50AT,0.5
858,297,404.72653685436416 454.7218110818601 1002.3656875295276 937.2287505005406,580.9011840820312 646.7158813476562 734.7515258789062 715.0325317382812,0.6583923101425171,AS50AT,0.5
859,297,420.6667632072233 457.29997634397597 1008.8474043974234 932.1492582743979,591.0596923828125 646.8355712890625 750.4658203125 712.709716796875,0.580973207950592,AS50AT,0.5
860,297,436.7031395045901 458.2292712492224 1015.2642467059741 925.908793702941,601.89111328125 646.337646484375 759.1405029296875 712.566650390625,0.5858333706855774,AS50AT,0.44405242596247024
861,297,452.3709786173276 460.64637223779397 1023.0902411224668 921.5366507802696,618.6967163085938 643.5023193359375 776.6200561523438 713.67236328125,0.60129314661026,AS50AT,0.5
862,297,467.05935578991 461.2871318905791 1029.8982979908328 916.328885700907,633.5655517578125 645.39501953125 788.03515625 710.310546875,0.43162301182746887,AS50AT,0.40918221583771963
863,297,482.4845281429569 463.901639902793 1036.709423179552 912.4965247705604,645.4337158203125 646.996337890625 798.0086669921875 710.0745849609375,0.5303258299827576,AS50AT,0.5
864,297,496.71403206809185 466.8923236884808 1044.4625259537208 909.7542013137225,658.2694702148438 646.2921752929688 805.013671875 710.968505859375,0.4835071861743927,AS50AT,0.5
865,297,511.1283604539362 468.7754016624971 1051.3447083379478 906.213145375668,672.8545532226562 648.17724609375 805.9868774414062 704.9503784179688,0.5058651566505432,AS50AT,0.5
866,297,525.6796914270906 470.2501480466352 1058.0393780027994 901.6442924709128,686.1400146484375 646.2542724609375 826.238037109375 702.7203369140625,0.41309258341789246,AS50AT,0.5
867,297,538.6240116658403 471.8696223596063 1064.189356871749 897.7928955003443,690.8754272460938 645.8204956054688 840.0728759765625 706.037109375,0.34288671612739563,AS50AT,0.5
868,297,550.9559342263842 473.3933407058582 1070.192375593595 894.6806998481466,704.1952362060547 644.9109039306641 846.8373718261719 703.0374755859375,0,0,0
869,297,563.2878567869283 474.91705905211006 1076.195394315441 891.5685041959489,717.5150451660156 644.0013122558594 853.6018676757812 700.037841796875,0,0,0
870,297,575.6197793474723 476.44077739836194 1082.198413037287 888.4563085437512,730.8348541259766 643.0917205810547 860.3663635253906 697.0382080078125,0,0,0
871,297,587.9517019080163 477.9644957446138 1088.2014317591331 885.3441128915534,744.1546630859375 642.18212890625 867.130859375 694.03857421875,0.37778162956237793,ASI5OA,0.3693181355887416
872,297,599.3673131648218 478.89754570959406 1093.9002822285906 883.1690309922627,752.6152954101562 639.9900512695312 873.896484375 695.7713012695312,0.3990871012210846,AS50AI,0.43614315732894454
873,297,611.1402725598527 479.63177339551146 1099.2252363558391 879.3891551677835,764.4576416015625 638.621337890625 875.2349853515625 694.5098876953125,0.6378663182258606,AS50AI,0.4261665316836143
874,297,622.458787324183 480.470466254573 1103.9954668102482 875.0897651327618,774.8555908203125 638.3262939453125 890.4833984375 695.441162109375,0.5915669798851013,AS50AT,0.2354352269860266
875,297,633.696837667838 482.2456155023416 1108.7215011402714 871.7890419455981,779.3388061523438 638.0054931640625 900.6190795898438 695.7515869140625,0.48651090264320374,AS50AV,0.2455617826996881
876,297,643.9294817133277 484.4992579293088 1114.080276793056 869.0857118109176,791.8736572265625 639.183349609375 913.987060546875 694.1373291015625,0.6370090842247009,AS50AM,0.3030711278213393
877,297,654.5865562650736 485.77983397140576 1119.2371024619108 866.173175094499,795.4912109375 638.6654052734375 919.7447509765625 692.273681640625,0.5004116296768188,ASI50A,0.18909023994231322
878,297,663.5659145813273 486.8965703819161 1122.0372812546416 863.4974337374836,808.55810546875 640.4298095703125 933.8966064453125 690.194580078125,0.5236702561378479,AS50AT,0.23592126474129238
879,297,673.2695279893928 488.4225538467413 1125.9336036595637 861.018154653751,818.79248046875 639.0860595703125 945.259521484375 691.4869384765625,0.5854488015174866,AS50AT,0.10761413341527602
880,297,683.1355185900263 488.6372917345253 1129.7192189288485 857.6462512301852,827.2113647460938 635.9454345703125 939.2034301757812 689.705810546875,0.5009067058563232,AS50AT,0.17803694044186488
881,297,693.3026604180934 489.708803648282 1135.3690375331066 855.6442481188167,832.5350646972656 637.575927734375 946.4966125488281 689.6247253417969,0,0,0
882,297,703.4698022461604 490.7803155620387 1141.0188561373648 853.6422450074482,837.8587646484375 639.2064208984375 953.789794921875 689.5436401367188,0.5595483779907227,AS50AT,0.32942511962947374
883,297,712.023316528692 492.11629398091907 1145.6587475370204 851.6140014129493,846.0194091796875 637.672607421875 964.2410888671875 688.7593994140625,0.6387441754341125,AS50AT,0.20034628972405977
884,297,720.6971707596074 494.2305093548193 1149.421363803955 850.0214580200718,855.0074462890625 637.4877522786459 971.7252197265625 689.3645222981771,0,0,0
885,297,729.3710249905228 496.34472472871954 1153.1839800708894 848.4289146271944,863.9954833984375 637.3028971354166 979.2093505859375 689.9696451822916,0,0,0
886,297,738.0448792214381 498.45894010261975 1156.946596337824 846.836371234317,872.9835205078125 637.1180419921875 986.6934814453125 690.5747680664062,0.548019528388977,ASI50A,0.11987169946290621
887,297,745.8255828362581 499.2414710991671 1159.8012216287816 843.0804242434128,885.7198486328125 639.4400634765625 996.17236328125 689.144775390625,0.6263304352760315,AS50AT,0.6198281875461579
888,297,754.7905776444272 500.799003261651 1164.1743578173018 840.5805568331298,889.23095703125 638.3985595703125 1000.9200744628906 689.0940551757812,0,0,0
889,297,763.7555724525963 502.3565354241349 1168.5474940058218 838.0806894228466,892.7420654296875 637.3570556640625 1005.6677856445312 689.0433349609375,0.6263542175292969,AS50AM,0.18225484328038344
890,297,771.8495575028804 502.6865926914805 1171.7336939035567 834.3395165186398,898.9852294921875 636.1650390625 1010.3700256347656 687.4155883789062,0,0,0
891,297,779.9435425531645 503.01664995882606 1174.919893801292 830.5983436144331,905.2283935546875 634.9730224609375 1015.072265625 685.787841796875,0.5543310046195984,AS50AT,0.16379446838462236
892,297,787.6982027184229 502.76055535607895 1178.5217182340584 825.8208483792504,916.4129638671875 633.9083251953125 1026.3668212890625 687.7503051757812,0.6472249031066895,FA55OA,0.05422459686299148
893,297,796.0875170505417 502.5492711579358 1182.586879502208 822.2525838578484,924.29736328125 631.11767578125 1031.1416015625 685.639404296875,0.5231037139892578,AS50AM,0.13190314927587152
894,297,802.9147125150629 502.58568165517147 1185.3831787834768 819.3584940065276,924.03955078125 629.0074462890625 1032.5474853515625 683.47216796875,0.51203852891922,AS50AV,0.1839936382024124
895,297,809.0139097421933 502.3291096673081 1187.9266243474758 816.7259636462709,931.3643188476562 626.2939453125 1028.08349609375 672.7718505859375,0.4283581078052521,AS50AL,0.13657161582371335
896,297,816.059660611017 501.5126363193614 1190.8257591887598 813.2975469611803,939.2648315429688 623.6270345052084 1037.294677734375 668.9479777018229,0,0,0
897,297,823.1054114798408 500.6961629714147 1193.7248940300435 809.8691302760895,947.1653442382812 620.9601236979166 1046.505859375 665.1241048177084,0,0,0
898,297,830.1511623486645 499.879689623468 1196.6240288713275 806.4407135909989,955.0658569335938 618.293212890625 1055.717041015625 661.3002319335938,0.27873605489730835,FAS50A,0.12958846674572683
899,297,836.6749020586242 500.0315935833602 1199.0940083852315 804.5523272747871,958.8203430175781 619.3256530761719 1054.9407958984375 661.8401794433594,0,0,0
900,297,843.1986417685838 500.18349754325243 1201.5639878991356 802.6639409585754,962.5748291015625 620.3580932617188 1054.16455078125 662.380126953125,0.2654759883880615,TAS50A,0.014752967008223913
901,297,849.170673851333 501.1529345952403 1204.6408554155364 800.7985686548695,960.5068359375 620.3109436035156 1055.7079467773438 662.5211791992188,0,0,0
902,297,855.1427059340824 502.1223716472282 1207.7177229319375 798.9331963511638,958.4388427734375 620.2637939453125 1057.2513427734375 662.6622314453125,0.250262051820755,LAS50X,0.023178227281663653
